|normal|no_clean
6056|Every family that has lost loved ones to gun violence deserves a vote. Tell Congress to act: http:// OFA.BO/usmfQh , pic.twitter.com/Hwy6wsWBGU|4.956666666666667
6057|Worth a read and a RT: Gun advocates and manufacturers support expanding background checks. http:// OFA.BO/vRq65Z #WeDemandAVote|5.6659999999999995
6058|89% of Republicans agree we need background checks for ALL gun sales. It's time for Congress to make it happen: pic.twitter.com/EfPU75uDYT|5.316923076923077
6059|RT if you agree: It's time for Congress to make our kids and communities safer by closing background check loopholes for gun sales.|5.374999999999999
6060|FACT: Nearly 40% of all gun sales are made by private sellers who aren't required to conduct a background check. #WeDemandAVote|5.081333333333333
6061|FACT: The background check system has kept more than 2 million guns out of dangerous hands. #WeDemandAVote|5.09
6062|FACT: Since 1968, 1.3 million Americans have died from gun violence more than in all of the wars in American history. #WeDemandAVote|4.711666666666667
6063|Find out how you can help protect our kids and our communities by reducing gun violence: http:// OFA.BO/z3dBem #WeDemandAVote|5.4957142857142856
6064|RT if you'd honk then tell Congress to close background check loopholes for gun sales: http:// OFA.BO/zfnvNK , pic.twitter.com/YOkKaDysPi|4.9911111111111115
6065|Tell Congress: We should close tax loopholes for millionaires not cut student aid. http:// OFA.BO/fShanC , pic.twitter.com/XsXBTWjeUf|4.71
6066|Stand with President Obama's plan to stop severe budget cuts and reduce the deficit in a balanced way: http:// OFA.BO/h9V8z1 #JobsNotCuts|4.809285714285714
6067|RT if you agree: We should never cut vital services for middle-class families before closing tax loopholes for millionaires & corporations.|4.955384615384616
6068|FACT: Severe budget cuts could reduce funding for the Federal Aviation Administration by $232 million likely increasing airport delays.|5.097777777777778
6069|FACT: Congressional inaction means $168 million could be cut from mental health services and substance abuse programs. #JobsNotCuts|5.28
6070|FACT: Funding to protect and secure our borders could be cut by nearly $550 million because Congress didn't act. #JobsNotCuts|5.442857142857143
6071|FACT: Students could lose more than $1 billion in financial aid and education funding because Congress failed to stop severe budget cuts.|5.0025
6072|FACT: Because Congress failed to act, FEMA disaster relief could be cut by $928 million making it harder to recover from severe storms.|4.618571428571428
6073|Congressional Republicans chose to make severe budget cuts instead of closing tax loopholes for millionaires: http:// OFA.BO/pxncn6|4.583636363636364
6074|Watch live: President Obama makes a personnel announcement. http:// wh.gov/live|5.3933333333333335
6075|Buddies. pic.twitter.com/AWXhawXznE|
6076|RT if you agree: It's wrong to cut vital services instead of closing tax loopholes for millionaires. #JobsNotCuts , pic.twitter.com/N5PubdNYrm|4.663333333333333
6077|"""These cuts are not smart. They will hurt our economy and cost us jobs and Congress can turn them off at any time."" http:// OFA.BO/GGq4Yh"|4.79875
6078|Add your name to support Obama's balanced plan to reduce the deficit and protect vital services: http:// OFA.BO/UyNhNR #JobsNotCuts|5.416153846153846
6079|RT if you agree: It's unacceptable for Republicans in Congress to cut vital services instead of closing tax loopholes for millionaires.|4.887692307692308
6080|"""Sensible gun safety reforms still deserve a vote."" pic.twitter.com/mUMYqdKJjT"|5.246666666666667
6081|"President Obama: ""I m going to keep pushing to make sure the minimum wage becomes a wage you can live on."" #JobsNotCuts"|5.59
6082|"President Obama: ""I m going to keep pushing for high-quality preschool for every family that wants it."""|5.452
6083|"President Obama: ""We can t let political paralysis around the budget stand in the way of other areas where we can make progress."""|5.3025
6084|"Obama: ""I still believe we can and must replace these cuts with a balanced approach that asks something from everybody."" #JobsNotCuts"|5.378235294117646
6085|"President Obama: ""None of this is necessary. It s happening because of a choice that Republicans in Congress have made."" #JobsNotCuts"|5.325454545454545
6086|"Obama: ""Every time we get a piece of economic news, we ll know it could have been better if not for Congress  failure to act."" #JobsNotCuts"|5.228888888888888
6087|"Obama: ""All of this will cause a ripple effect across the economy. Layoffs and pay cuts mean that people will have less money to spend."""|5.1957894736842105
6088|"President Obama: ""We shouldn't be making a series of dumb, arbitrary cuts to things ... like education, research and defense."" #JobsNotCuts"|5.3246153846153845
6089|Happening now: President Obama delivers a statement on impending budget cuts. http:// wh.gov/live|5.285
6090|Add your name if you support Obama's plan to reduce gun violence and protect our kids: http:// OFA.BO/wH7okg , pic.twitter.com/oKNBTD0Fmj|5.1353846153846145
6091|Stand with Obama's plan to stop severe cuts to vital services and reduce our deficit in a balanced way: http:// OFA.BO/Mf98Cs #JobsNotCuts|4.996874999999999
6092|RT if you agree: Congress should cut the deficit by closing tax loopholes for millionaires not by cutting vital services for kids & seniors.|4.87
6093|"""We need Congress to act fast to avoid even more hard-working people losing their jobs. It isn't acceptable.""  Elizabeth C. #JobsNotCuts"|5.05
6094|"""I absolutely cannot afford to lose my job, nor my health insurance, due to the possible sequestration.""  Candice R. http:// OFA.BO/rqBULh"|5.212307692307691
6095|"""Renewing this bill is an important step towards making sure no one in America is forced to live in fear."" http:// OFA.BO/WR4cVC #VAWA"|5.2164705882352935
6096|"""We cannot be a strong nation if all our people aren't able to reach at least their basic potential.""  Mary M. http:// OFA.BO/dxyRc8"|5.358823529411763
6097|"""I am a listening ear, cheerleader, motivator, and sometimes a student's last hope. Please don't lay me off.""  Whitney W. #JobsNotCuts"|5.224
6098|"""Should this sequester continue, I will not be able to remain financially solvent.""  Susan D. http:// OFA.BO/ryYCup #JobsNotCuts"|5.382857142857142
6099|"""If automatic cuts are allowed to go through, thousands of dollars will be cut from the school budget where I teach.""  Anna C. #JobsNotCuts"|5.370588235294116
6100|It's on all of us to speak up: Share what severe budget cuts would mean for you if Congress doesn't act. http:// OFA.BO/cjVcHL #JobsNotCuts|4.958749999999999
6101|". @NYTimes : ""For the sake of future gun victims lawmakers should ignore this lobbying & pass a background-check bill."" http:// OFA.BO/DaKVak"|4.92909090909091
6102|Find out what's at stake for kids, seniors, and the mentally ill if Congress doesn't stop severe budget cuts: http:// OFA.BO/jnYEef|4.43076923076923
6103|The @NYTimes on why Congress should pass a strong background-check bill that helps keep guns out of dangerous hands: http:// OFA.BO/ay1niq|5.0
6104|Add your name to support President Obama's plan to reduce gun violence and protect our kids: http:// OFA.BO/cxWZYz , pic.twitter.com/0wCTe1R2TI|5.069999999999999
6105| In a single moment, with the simplest of gestures, she helped change America and change the world.   President Obama on Rosa Parks|5.556363636363637
6106|Happening now: President Obama speaks at the unveiling of the Rosa Parks statue at the Capitol. http:// OFA.BO/3TQHTB|5.051428571428572
6107|Obama on the devastating impacts of severe budget cuts that will begin Friday if Congress doesn't act: http:// OFA.BO/YMqokz #JobsNotCuts|4.807272727272726
6108|RT if you agree: We can't afford to cut vital services for kids and seniors. Congress should stop these cuts now. pic.twitter.com/NBkLDivTyu|5.08
6109|Deadline Friday: It's time for Congress to stop severe budget cuts that will cost jobs & threaten the middle class. pic.twitter.com/EPSoucU94R|4.878461538461538
6110|Make sure your friends know what's at stake for middle-class families if Congress fails to avoid severe budget cuts: http:// OFA.BO/Pc1bD5|5.1
6111|"Obama: ""Make sure your voice is heard. Let your leaders know what you expect of them. Let them know what you believe."" #JobsOverCuts"|5.625333333333332
6112|"President Obama: ""Our North Star is a growing economy that creates good, middle-class jobs."" #JobsOverCuts , pic.twitter.com/oKFjHOzyP4"|5.38
6113|"Obama: ""We won t grow the middle class simply by shifting the cost of health care or college onto families that are already struggling."""|5.654444444444445
6114|"President Obama: ""We can t ask seniors and working families like yours to shoulder the entire burden of deficit reduction."" #JobsOverCuts"|5.316923076923076
6115|"""These cuts are wrong. They re not smart. They re not fair. They re a self-inflicted wound that doesn't have to happen."" #JobsOverCuts"|4.4079999999999995
6116|"Obama: These cuts ""will weaken America s economic recovery, our military readiness, and the basic services the American people depend on."""|5.223636363636364
6117|"Obama: ""The sequester uses a meat-cleaver approach to gut critical investments in things like education & national security."" #JobsOverCuts"|5.59
6118|"""In a few days, Congress might allow a series of arbitrary budget cuts to take place known in Washington as 'the sequester.'  #JobsOverCuts"|5.042666666666666
6119|Watch live: President Obama speaks in Virginia about why Congress should prevent severe spending cuts. http:// OFA.BO/6fwPR7 #JobsOverCuts|5.015000000000001
6120|Make your voice heard: Share why we can't afford to lay off teachers & cut vital services for our kids. http:// OFA.BO/tgAky9 #JobsOverCuts|5.310666666666666
6121|Worth a read and RT: President Obama's plan to prevent severe budget cuts vs. Republican inaction. http:// OFA.BO/A2XSkg #JobsOverCuts|5.015555555555555
6122|Congress should focus on creating jobs, not cutting vital services for middle-class families. #JobsNotCuts , pic.twitter.com/8aijgLKkSY|5.379999999999999
6123|Share why your family can't afford severe spending cuts to vital services for kids and seniors: http:// OFA.BO/QxoFAf #JobsNotCuts|5.3100000000000005
6124|RT if you agree: It's time for Republicans in Congress to protect middle-class families not tax loopholes for millionaires. #JobsNotCuts|5.246666666666666
6125|FACT: If Congress refuses to act by Friday, more than 370,000 mentally ill children and adults will go without treatment. #JobsNotCuts|5.238333333333333
6126|FACT: Automatic spending cuts would eliminate more than 4 million meals for sick and homebound seniors if Congress doesn't act. #JobsNotCuts|4.765
6127|FACT: If Congress doesn't act, small business lending will decrease by $540 million eliminating financing to hire more workers. #JobsNotCuts|5.256000000000001
6128|FACT: Impending spending cuts would end programs for nearly 1.2 million disadvantaged students if Congress doesn't act. #JobsNotCuts|5.187272727272727
6129|FACT: More than 800,000 defense employees will be forced to take unpaid leave if Congress doesn't stop impending spending cuts. #JobsNotCuts|4.809230769230768
6130|FACT: If Congress doesn't act by Friday, automatic spending cuts will threaten more than 30,000 teacher and school staff jobs. #JobsNotCuts|5.36
6131|"""Nothing shrinks the deficit faster than a growing economy that creates good, middle-class jobs."" http:// OFA.BO/uQZ4kt #JobsNotCuts"|5.142222222222222
6132|Happy #Oscars night. pic.twitter.com/xRO5hEBoHS|
6133|Check out highlights of yesterday's National Day of Action to reduce gun violence then tell Congress #WeDemandAVote : http:// OFA.BO/GtiXbm|4.66
6134|"""These cuts don t have to happen. Congress can turn them off anytime with just a little compromise."" http:// OFA.BO/5e7sWz #JobsNow"|5.125000000000001
6135|Thousands of supporters around the country spoke out today and called on Congress to reduce gun violence. Join them: http:// OFA.BO/EBmUSh|5.215714285714284
6136|Newsflash for Congress: Universal background checks for gun sales should not be controversial. #WeDemandAVote , pic.twitter.com/jsAk2iS7ZB|5.011111111111111
6137|For Gabby, and every victim of gun violence, #WeDemandAVote : pic.twitter.com/ukxvFiv0TZ|4.2
6138|RT if you agree: The number of guns sold without a background check should be zero. #WeDemandAVote , pic.twitter.com/HDhk5Ydy2m|5.0583333333333345
6139|"""The President said to me, 'You can't change the past Sami, but you can change the future.'"" http:// OFA.BO/kAADai #WeDemandAVote"|5.052727272727273
6140|If we save even one life from gun violence, it's worth it. Tell Congress: #WeDemandAVote . http:// OFA.BO/uJymNX , pic.twitter.com/4JQSrrnNCC|5.653333333333333
6141|Follow @OFA today to see what supporters around the country are doing to show Congress it's time to reduce gun violence. #WeDemandAVote|5.271764705882352
6142|Today is the National Day of Action to reduce gun violence. Use #WeDemandAVote to share why now is the time for Congress to act.|5.054666666666667
6143|RT if you agree: If we can save even one child from gun violence, we have an obligation to try. #WeDemandAVote , pic.twitter.com/Pe7OJoJj0G|5.485333333333334
6144|Watch Sami's story about losing his dad in a mass shooting then find out how you can help reduce gun violence: http:// OFA.BO/SJ2HSJ|5.203749999999999
6145|We all need to speak up for Congress to take action. Use #WeDemandAVote to share why it's time to reduce gun violence and protect our kids.|5.137999999999999
6146|"""If something can harm or kill tens of civilians in quick succession, it does not belong in anyone's home.""  Calvin A. #WeDemandAVote"|4.799999999999999
6147|"""Stricter gun laws were needed long before my son's murder and they are definitely needed now."" http:// OFA.BO/GMFYhb #WeDemandAVote"|4.873846153846153
6148|"""I am a hunter of small game and own a shotgun to do so. But it is time to find a way to stop gun violence.""  Gary F. #WeDemandAVote"|5.049090909090909
6149|"""Stop gun violence so no other mother & father feel the pain my parents feel of having to bury their only son.""  Cherelle C. #WeDemandAVote"|4.954210526315791
6150|"""I am lucky I survived that day. Some of my classmates were not as lucky. This needs to stop."" http:// OFA.BO/NP5CNR #WeDemandAVote"|5.443636363636364
6151|Now is the time to reduce gun violence. Share why you support the President's plan to make it happen: http:// OFA.BO/VrDdqY #WeDemandAVote|5.1899999999999995
6152|May I have this dance? pic.twitter.com/gf9q84vhl1|5.4399999999999995
6153|Matt's a hunter and NRA member who supports Obama's plan to reduce gun violence: http:// OFA.BO/CmNx6p , pic.twitter.com/e6K2q7UO|4.984
6154|#WeDemandAVote for them: pic.twitter.com/8oyTD7XF|5.22
6155|RT if you agree: Congress should make our communities and our kids safer by requiring background checks for all gun sales. #WeDemandAVote|5.5249999999999995
6156|FACT: 92% of Americans and 74% of NRA members support universal background checks for gun sales. pic.twitter.com/kp8uJLFT|5.282
6157|FACT: In 14 years, the background check system has helped keep more than 1.5 million guns out of dangerous hands.|5.247142857142856
6158|FACT: Only 12% of inmates who used a handgun in a crime acquired it from a store which require background checks.|4.828571428571429
6159|FACT: Nearly 40% of all gun sales are made by private sellers who aren't required to conduct a background check.|5.081333333333333
6160|Worth a read and a RT: President Obama's plan to reduce gun violence. pic.twitter.com/GTydmZjn|5.0425
6161|RT if you agree: Congress should avoid brutal spending cuts and focus on making America a magnet for good jobs. pic.twitter.com/Hr7hDYnb|5.111428571428573
6162|Use #TheyDeserveAVote to share why you think it's time for Congress to protect our kids and communities by reducing gun violence.|5.507058823529412
6163|"""Galen was killed at Simon's Rock College. It tore the lives of his family, friends & community apart. His memory deserves a vote.""  Johanna"|5.243076923076924
6164|"""I know that my students and I will carry these scars for the rest of our lives.""  Rachel S. http:// OFA.BO/x7zHsW #TheyDeserveAVote"|5.481428571428571
6165|"""A high school student doing his job he was murdered senselessly by a man with a criminal record and a gun.""  Michelle M. #TheyDeserveAVote"|5.139999999999999
6166|"""Congress needs to come back into session and address this before we lose more of our brightest and best.""  Jack E. http:// OFA.BO/TQCh9F"|5.24625
6167|"""My family deserves a vote. We all deserve a vote.""  Sami on losing his father to gun violence: http:// OFA.BO/2KRbTv #TheyDeserveAVote"|5.441666666666666
6168|Share why you support the President's plan to keep our kids & communities safer from gun violence: http:// OFA.BO/P9og9p #TheyDeserveAVote|5.588333333333334
6169|"Obama: ""The American people have worked too hard, for too long, rebuilding from one crisis to see their elected officials cause another."""|5.227999999999999
6170|"President Obama: ""I will not sign a plan that harms the middle class."" #JobsNow"|5.272500000000001
6171|"President Obama: ""For two years now, I've offered a balanced approach to deficit reduction that would prevent these harmful cuts."" #JobsNow"|5.168461538461537
6172|"""Thousands of teachers and educators will be laid off. Tens of thousands of parents will have to scramble to find child care.""  Obama"|5.7612499999999995
6173|"Obama: ""Emergency responders like the ones here their ability to help communities respond to and recover from disasters will be degraded."""|5.7557142857142845
6174|"President Obama: ""If Congress allows this meat cleaver approach to take place, it will jeopardize our military readiness."""|5.552
6175|"Obama: ""10 days from now, Congress might allow a series of automatic, severe budget cuts to take place that will do the exact opposite."""|5.166666666666667
6176|"President Obama: ""Our top priority must be to do everything we can to grow the economy and create good, middle-class jobs."" #JobsNow"|5.645333333333334
6177|Watch live: President Obama urges Congress to avert harmful budget cuts that would threaten our economy. http:// wh.gov/live|5.016666666666667
6178|Happy Presidents' Day! pic.twitter.com/CnSkCqXv|
6179|If you've seen how gun violence can rip apart a community, share your story to show Congress #NowIsTheTime to act: http:// OFA.BO/N6RVJC|4.881333333333334
6180|Your story will inspire others to speak out. Tell Congress why #NowIsTheTime to reduce gun violence: http:// OFA.BO/o7kZoG|5.268000000000001
6181|Find out how you can help reduce gun violence and protect our kids then RT so your friends can, too: http:// OFA.BO/oon8rN #NowIsTheTime|5.2
6182|Our North Star: pic.twitter.com/btfaA1UV|
6183|"""America only moves forward when we do so together when we accept certain obligations to one another."" http:// OFA.BO/NmaATn"|5.6023076923076935
6184|I spy... pic.twitter.com/5KEpqgbA|
6185| We may not be able to help everybody, but if we help a few, then that propels progress forward.   President Obama|5.484285714285716
6186|President Obama on the importance of preschool:  Every dollar we spend on early childhood education will save $7 down the road. |5.7586666666666675
6187|"President Obama:  Let s give every child across America access to high-quality, public preschool."""|5.771428571428571
6188|President Obama in Chicago:  This is where Michelle and I met; where we fell in love. This is where we raised our daughters. |5.404615384615384
6189|Happening now: President Obama speaks in Chicago about his plan to strengthen the economy for the middle class. http:// OFA.BO/BDarFw|5.265454545454546
6190|RT if you agree: It's time for Congress to work with the President and ensure that hard work leads to a decent living for every American.|5.421999999999999
6191|FACT: The President's plan calls on Congress to raise the minimum wage for tipped workers which hasn't been increased in more than 20 years.|5.435999999999998
6192|FACT: Obama's plan would tie the minimum wage to inflation so working families can keep up with rising costs over time.|5.382222222222222
6193|FACT: For the average family earning $20,000 to $30,000, raising the minimum wage would cover a year of groceries or 6 months of housing.|5.463529411764705
6194|FACT: President Obama's plan rewards hard work by raising the minimum wage to $9 an hour directly boosting wages for 15 million workers.|5.4692307692307685
6195|If you're willing to work hard and play by the rules, President Obama will never stop fighting for you: pic.twitter.com/JdCjfLiy|4.978571428571429
6196|Our engine of economic growth: Strengthening the middle class. Share Obama's plan to keep us moving forward: pic.twitter.com/0Kfa7Ens|5.491999999999999
6197|Happy Valentine's Day! pic.twitter.com/iC98vmOt|
6198|Happening now: President Obama joins a #FiresideHangout live from the White House. http:// OFA.BO/Y61vHw|5.56
6199|RT if you agree: Nobody who works full-time should have to live in poverty. It's time to raise the minimum wage to $9 an hour. #LivingWage|5.451764705882353
6200|President Obama's plan would raise the minimum wage to $9 an hour so an honest day's work pays more for 15 million Americans. #LivingWage|5.703529411764705
6201|President Obama:  In the end, that s what this is all about: Giving our kids the best possible shot at life. |5.458333333333335
6202| Hope is found in what works. This works. If you re looking for a good bang for your educational buck this is it.   Obama on expanding Pre-K|5.550666666666668
6203|"President Obama: ""Every dollar we invest in high-quality early education can save more than $7 later on."""|5.9818181818181815
6204|"President Obama on the importance of preschool: ""Education has to start at the earliest possible age."""|5.443636363636364
6205|Watch live: President Obama speaks in Georgia about his plan to expand early childhood education. http:// wh.gov/live|5.728888888888889
6206|RT if you agree: It's time for Congress to work with the President to ensure that America makes things the rest of the world buys. #JobsNow|5.485555555555556
6207|Obama's Fix-It First plan would create jobs by repairing roads, bridges & other infrastructure that most urgently need an upgrade. #JobsNow|5.596363636363637
6208|FACT: Obama's plan would slash our reliance on foreign oil, create jobs and cut energy costs by doubling clean energy production. #JobsNow|5.767142857142857
6209|FACT: President Obama's plan calls for investing in homegrown clean energy that helps protect families from spikes in gas prices. #JobsNow|5.9885714285714275
6210|FACT: Obama's plan ends tax breaks for companies to ship jobs overseas and rewards companies that hire here at home. #JobsNow|5.206250000000001
6211|The President's plan begins with making America a magnet for jobs and high-tech manufacturing: http:// OFA.BO/j71u4k #JobsNow|5.755
6212|They deserve a vote: pic.twitter.com/0bz1xe64|5.82
6213|Even former President Reagan agrees: Weapons of war have no place in our communities. #NowIsTheTime , pic.twitter.com/tjjXvFk5|4.7125
6214|None of the progress the President spoke about last night is going to happen without you behind him. Say you're in: http:// OFA.BO/uG4t57|5.215000000000001
6215|Obama:  As long as you re out here fighting every day to better your lives   then I ll be back in Washington fighting for you.  #JobsNow|5.187058823529413
6216|"President Obama: ""We don t give up, we get up. We innovate; we adapt; we learn new skills. We keep going."" #JobsNow"|6.3725
6217|Obama on tax reform: Stop rewarding companies for shipping jobs overseas & start rewarding companies that create jobs here. #JobsNow|5.515000000000001
6218|"President Obama: ""After shedding jobs for 10 years, American manufacturers have added about 500,000 jobs over the last 3 years."" #JobsNow"|5.362000000000001
6219|"President Obama on restoring America's basic bargain: ""If you work hard, if you're willing to meet your responsibilities you can get ahead."""|5.588333333333334
6220|Watch live: President Obama speaks in North Carolina about his plan to create jobs and grow our economy. http:// OFA.BO/i8QW22 #JobsNow|5.830909090909091
6221|FACT: 92% of Americans support requiring background checks for all gun sales RT if you're one of them. pic.twitter.com/y7OzOhkF|5.185
6222|If you missed it, watch the President's #SOTU address with enhanced graphics & stats on his plan to grow our economy: http:// OFA.BO/1TJn36|5.617142857142857
6223|RT if you agree: We need to keep growing our economy from the middle out not go back to the top-down policies that crashed it. #JobsNow|5.125555555555556
6224|Obama's plan grows the economy by investing in manufacturing, infrastructure, clean energy, and education w/o raising the deficit. #JobsNow|5.645384615384615
6225|FACT: In the last three years, American manufacturers have added nearly 500,000 jobs. #JobsNow|5.251428571428572
6226|FACT: U.S. businesses have added more than 6.1 million jobs in the last 35 months. #JobsNow , pic.twitter.com/r1rr1XaY|5.614000000000001
6227|"President Obama: Use #JobsNow to ""tweet your support of my plan to create jobs and strengthen the middle class."""|5.66
6228|We have an obligation to try: #TheyDeserveAVote , pic.twitter.com/OJEn963P|5.0600000000000005
6229|RT if you support President Obama's plan to create jobs and grow the middle class. #JobsNow , pic.twitter.com/COa4g5On|5.801818181818183
6230|"""It remains the task of us all, as citizens of these United States, to be the authors of the next great chapter in our American story."""|5.467
6231|"Obama: We may ""hold different views than the person beside us. But as Americans, we all share the same proud title: We are citizens."" #SOTU"|5.66
6232|RT if you support the President's plan to reduce gun violence and help protect our kids. #NowIsTheTime , pic.twitter.com/nMWlhKA8|5.113846153846153
6233|"Obama: ""Gabby Giffords deserves a vote. The families of Newtown deserve a vote. The families of Aurora deserve a vote."" #NowIsTheTime"|5.936
6234|"Obama: ""Police chiefs are asking for our help to get weapons of war and massive ammunition magazines off our streets."" #NowIsTheTime"|5.029999999999999
6235|"""Senators of both parties are working together on tough new laws to prevent anyone from buying guns for resale to criminals."" #NowIsTheTime"|5.395555555555556
6236|"Obama: ""I know this is not the first time this country has debated how to reduce gun violence. But this time is different."" #NowIsTheTime"|5.111764705882352
6237|"President Obama: ""Tonight, I m announcing a non-partisan commission to improve the voting experience in America."" #SOTU"|5.657500000000001
6238|"President Obama: ""We will ensure equal treatment for all service members, and equal benefits for their families gay and straight."" #SOTU"|5.703076923076923
6239|"Obama: ""As long as I m Commander-in-Chief, we will do whatever we must to protect those who serve their country abroad."" #SOTU"|5.505333333333332
6240|"""America must remain a beacon to all who seek freedom during this period of historic change."" #SOTU"|5.484615384615386
6241|"President Obama on Iran: ""We will do what is necessary to prevent them from getting a nuclear weapon."" #SOTU"|5.136923076923076
6242|"President Obama: ""By the end of next year, our war in Afghanistan will be over."""|4.997777777777777
6243|"President Obama: ""America will complete its mission in Afghanistan and achieve our objective of defeating the core of al Qaeda."""|5.604285714285714
6244|"Obama: ""Let s declare that in the wealthiest nation on Earth, no one who works full-time should have to live in poverty."" #JobsNow"|5.362
6245|"Obama: ""Send me a comprehensive immigration reform bill in the next few months, and I will sign it right away."" pic.twitter.com/zUMDr1TG"|5.373333333333334
6246|"President Obama: ""Real reform means establishing a responsible pathway to earned citizenship."" #ImmigrationReform"|5.714285714285714
6247|"""Real reform means strong border security, and we can build on the progress my Administration has already made."" #ImmigrationReform"|5.780000000000001
6248|"President Obama: ""The time has come to pass comprehensive #ImmigrationReform ."""|5.506666666666668
6249|"Obama: ""To grow our middle class, our citizens must have access to the education and training that today s jobs require."" #JobsNow"|5.724000000000001
6250|"""Tonight, I propose working with states to make high-quality preschool available to every child in America."" #SOTU"|5.784
6251|"President Obama: ""Let s prove that there is no better place to do business than the United States of America."" #JobsNow"|5.256923076923077
6252|"Obama: ""Tonight, I propose a  Fix-It-First  program to put people to work as soon as possible on our most urgent repairs."" #JobsNow"|5.5857142857142845
6253|FACT: President Obama is doubling fuel efficiency standards, which will save consumers more than $8,000 at the pump. #MadeInAmerica|5.553636363636364
6254|FACT: Under President Obama, we have more than doubled production of renewable energy from wind and solar. #MadeInAmerica|5.755999999999999
6255|"President Obama: ""After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three."" #JobsNow"|5.504615384615386
6256|"President Obama: ""Our first priority is making America a magnet for new jobs and manufacturing."" #JobsNow"|5.857777777777778
6257|"""It s not a bigger government we need, but a smarter government that sets priorities and invests in broad-based growth."" #JobsNow"|5.113333333333333
6258|"President Obama: ""Nothing I m proposing tonight should increase our deficit by a single dime."" #JobsNow"|5.305
6259|"Obama: ""The American people deserve a tax code that helps small businesses spend less time filling out complicated forms."" #JobsNow"|5.070666666666668
6260|Obama:  America moves forward only when we do so together, and that the responsibility of improving this union remains the task of us all. |5.413
6261| If you work hard and meet your responsibilities; you can get ahead, no matter where you come from, what you look like, or who you love. |5.468999999999999
6262|Obama:  It is our generation s task ... to reignite the true engine of America s economic growth a rising, thriving middle class.  #SOTU|5.456
6263|President Obama:  After years of grueling recession, our businesses have created over six million new jobs.  #JobsNow|5.8180000000000005
6264| After a decade of grinding war, our brave men and women in uniform are coming home.   President Obama #SOTU|5.71
6265|President Obama:  Tonight, thanks to the grit and determination of the American people, there is much progress to report.  #SOTU|5.646666666666667
6266|Mr. Speaker, the President of the United States: pic.twitter.com/Um33xOeD|4.966666666666668
6267|In 15 minutes, President Obama will deliver the 2013 State of the Union. Watch it live here: http:// wh.gov/sotu #SOTU|5.574285714285716
6268|"""He shall, from time to time..."" pic.twitter.com/xbl0VRBg"|5.3
6269|Here's the best place to watch President Obama's #SOTU address tonight at 9pm ET: http:// OFA.BO/WxnRim|5.64
6270|"""Our journey moves forward, and our future remains hopeful, and the state of our union will always be strong."" http:// OFA.BO/jHZAWU #SOTU"|5.7346666666666675
6271|Watch Obama's #SOTU address with enhanced graphics, charts, and useful stats on his plan to keep us moving forward: http:// OFA.BO/eJ9Z7k|5.7200000000000015
6272|President Obama's getting ready: RT if you're excited to hear his #SOTU speech tonight. pic.twitter.com/CF6dRHg9|5.62
6273|Don't let Congress off the hook: Use #ImmigrationStory to share how your family came here and why we need immigration reform now.|5.458571428571429
6274|"""They are the true Americans who not only know what this country could mean for them but also their children.""  Jose C. http:// OFA.BO/9XtxAv"|5.22
6275|"""All we required was the opportunity to succeed."" #ImmigrationStory : http:// OFA.BO/NuLfmg , pic.twitter.com/1HOuPuWm"|5.423333333333335
6276| We are a nation founded by immigrants, and in this lies our strength.   Gila S. http:// OFA.BO/UcAsvj #ImmigrationStory|5.220000000000001
6277|"""When I was 15, I yearned to get my permit to drive. I wanted to work to become more responsible I couldn't."" Saridh G. http:// OFA.BO/twcuq5"|5.396666666666667
6278| Immigration reminds us all of our individual roots, but amplifies the greatness of who we are as Americans.   Randall S. #ImmigrationStory|5.430769230769231
6279|We can fix our broken immigration system, but only if you make your voice heard. Share your family's #ImmigrationStory : http:// OFA.BO/GmDMFz|5.4071428571428575
6280|"""An AK-47, a machine gun, is not a sporting weapon or needed for the defense of the home.""  Former President Reagan, pic.twitter.com/cr3uTD7a"|4.923076923076922
6281|You're invited to a State of the Union watch party with supporters near you. RSVP now: http:// OFA.BO/wHe84b , pic.twitter.com/rua9bd8b|5.76
6282|"""Let s give our workers and our businesses the support they need to grow and thrive."" http:// OFA.BO/th5H4b"|5.699999999999999
6283|Tell Congress: #NowIsTheTime to close background check loopholes for gun sales. http:// OFA.BO/6teQPP , pic.twitter.com/rmcJKN6H|4.913333333333333
6284|RT if you're one of the 92% of Americans who support universal background checks for gun sales. #NowIsTheTime , pic.twitter.com/w15pbW6x|5.179999999999999
6285|FACT: Nearly 40% of U.S. gun sales are made by private, unlicensed sellers, whose buyers aren't required to pass a federal background check.|5.033333333333333
6286|FACT: In the last decade, the gun background check system has blocked more than 1 million felons and prohibited buyers from purchasing guns.|5.121333333333335
6287|President Obama's plan would close background check loopholes to keep guns out of dangerous hands: http:// OFA.BO/3n8x9z #NowIsTheTime|4.890909090909091
6288|We can only fix our broken immigration system if you speak up and demand action. Share your family's #ImmigrationStory : http:// OFA.BO/w51AxP|5.386666666666667
6289|Add your name if you support President Obama's plan to reform our immigration system: http:// OFA.BO/XXF2SX , pic.twitter.com/DxBvHeJN|5.654
6290|Help pass comprehensive immigration reform by sharing your #ImmigrationStory  then RT so your friends can, too: http:// OFA.BO/PDtrs3|5.822000000000001
6291|RT if you agree: Our immigration system should live up to our heritage as a nation of laws and a nation of immigrants. pic.twitter.com/I2zfUGnS|5.545263157894737
